instId,direction,realizedPnl,posId,uTime,opened_at,type,exit_price,entry_price,contracts,reason,signal_reason
ETH-USDT-SWAP,long,7.164152667370934,pos72,1787471083139,1787457583139,2,3270.8599999999997,3195.98505080089,1,止盈,"多信号: close 3196.0>EMA50 3103.1, 阳线实体47%, MACD dif>dea"
ETH-USDT-SWAP,long,7.609788934690696,pos75,1787476483139,1787471083139,2,3375.1299999999997,3295.6966973044405,1,止盈,"多信号: close 3295.7>EMA50 3155.6, 阳线实体59%, MACD dif>dea"
BTC-USDT-SWAP,short,10.697712354118787,pos80,1787479183139,1787477383139,2,63261.8,64395.39983532955,1,止盈,"空信号: close 64395.5<EMA50 65524.1, 阴线实体57%, MACD dif<dea"
ETH-USDT-SWAP,long,2.3357747565527722,pos83,1787480983139,1787476483139,2,3403.31,3376.562316276334,1,止损,"多信号: close 3376.6>EMA50 3195.2, 阳线实体69%, MACD dif>dea"
BTC-USDT-SWAP,short,-9.934410266072057,pos84,1787494483139,1787479183139,2,64464.700000000004,63535.25895286923,1,止损,"空信号: close 63535.4<EMA50 65410.0, 阴线实体65%, MACD dif<dea"
ETH-USDT-SWAP,short,-7.124164060362249,pos89,1787508883139,1787504383139,2,3383.01,3315.1174231079317,1,止损,"空信号: close 3315.1<EMA50 3317.3, 阴线实体77%, MACD dif<dea"
BTC-USDT-SWAP,short,-11.227984373593566,pos90,1787514283139,1787498983139,2,63649.8,62590.12152340235,1,止损,"空信号: close 62590.2<EMA50 64300.1, 阴线实体78%, MACD dif<dea"
ETH-USDT-SWAP,short,-6.827148764283399,pos93,1787519683139,1787516083139,2,3374.01,3309.080057385859,1,止损,"空信号: close 3309.1<EMA50 3333.6, 阴线实体66%, MACD dif<dea"
BTC-USDT-SWAP,short,-13.38126978798983,pos96,1787522383139,1787519683139,2,63460.6,62185.29596918561,1,止损,"空信号: close 62185.4<EMA50 63304.7, 阴线实体57%, MACD dif<dea"
ETH-USDT-SWAP,short,-6.508849163432524,pos101,1787525083139,1787522383139,2,3389.2100000000005,3327.4798532923214,1,止损,"空信号: close 3327.5<EMA50 3336.4, 阴线实体49%, MACD dif<dea"
BTC-USDT-SWAP,long,16.054416158060544,pos104,1787529583139,1787522383139,2,64965.00000000001,63295.4281701089,1,止盈,"多信号: close 63295.3>EMA50 63249.1, 阳线实体63%, MACD dif>dea"
ETH-USDT-SWAP,long,7.681923435272781,pos107,1787533183139,1787525083139,2,3471.1499999999996,3390.8997407768834,1,止盈,"多信号: close 3390.9>EMA50 3339.8, 阳线实体78%, MACD dif>dea"
BTC-USDT-SWAP,long,-13.781166128624365,pos108,1787534983139,1787529583139,2,63797.50000000001,65111.16228172158,1,止损,"多信号: close 65111.1>EMA50 63507.5, 阳线实体80%, MACD dif>dea"
ETH-USDT-SWAP,long,1.2223988018890433,pos111,1787539483139,1787535883139,2,3496.5299999999997,3480.8173383119533,1,止损,"多信号: close 3480.8>EMA50 3374.6, 阳线实体45%, MACD dif>dea"
BTC-USDT-SWAP,short,-12.77330991110882,pos116,1787545783139,1787542183139,2,64709.5,63496.27189483654,1,止损,"空信号: close 63496.4<EMA50 63886.0, 阴线实体63%, MACD dif<dea"
BTC-USDT-SWAP,long,-15.955781649101525,pos119,1787552083139,1787549383139,2,63824.600000000006,65355.58807087472,1,止损,"多信号: close 65355.5>EMA50 63997.1, 阳线实体65%, MACD dif>dea"
ETH-USDT-SWAP,long,-7.342897583985438,pos120,1787553883139,1787541283139,2,3443.89,3513.840110784462,1,止损,"多信号: close 3513.8>EMA50 3402.5, 阳线实体66%, MACD dif>dea"
ETH-USDT-SWAP,short,3.1155888063963406,pos125,1787563783139,1787555683139,2,3400.26,3434.8334347813543,1,止损,"空信号: close 3434.8<EMA50 3437.5, 阴线实体54%, MACD dif<dea"
BTC-USDT-SWAP,long,7.653227349547969,pos126,1787568283139,1787559283139,2,67355.5,66523.23789609715,1,止损,"多信号: close 66523.1>EMA50 64340.5, 阳线实体54%, MACD dif>dea"
BTC-USDT-SWAP,long,-18.970973127783424,pos131,1787571883139,1787569183139,2,66778.9,68608.30371092288,1,止损,"多信号: close 68608.2>EMA50 65429.0, 阳线实体86%, MACD dif>dea"
ETH-USDT-SWAP,long,-5.847478819334707,pos132,1787571883139,1787569183139,2,3401.25,3456.296015185754,1,止损,"多信号: close 3456.3>EMA50 3427.0, 阳线实体88%, MACD dif>dea"
ETH-USDT-SWAP,long,7.202168140647572,pos137,1787632183139,1787623183139,2,3463.02,3387.573022082483,1,止盈,"多信号: close 3387.6>EMA50 3329.4, 阳线实体57%, MACD dif>dea"
BTC-USDT-SWAP,short,11.817086675909334,pos140,1787634883139,1787618683139,2,58273.9,59514.50286902545,1,止盈,"空信号: close 59514.6<EMA50 62693.7, 阴线实体61%, MACD dif<dea"
BTC-USDT-SWAP,short,11.717894797536568,pos143,1787642083139,1787635783139,2,56624.700000000004,57853.72869410071,1,止盈,"空信号: close 57853.8<EMA50 60863.0, 阴线实体56%, MACD dif<dea"
BTC-USDT-SWAP,short,11.229709879492532,pos146,1787643883139,1787642083139,2,55381.700000000004,56560.64215902877,1,止盈,"空信号: close 56560.7<EMA50 59964.1, 阴线实体75%, MACD dif<dea"
ETH-USDT-SWAP,long,6.948144024070811,pos149,1787648383139,1787632183139,2,3547.66,3474.667396061261,1,止盈,"多信号: close 3474.7>EMA50 3361.3, 阳线实体58%, MACD dif>dea"
BTC-USDT-SWAP,short,11.83883882171781,pos150,1787649283139,1787643883139,2,54255.6,55494.35886160258,1,止盈,"空信号: close 55494.5<EMA50 59636.8, 阴线实体46%, MACD dif<dea"
ETH-USDT-SWAP,short,-3.804112424414073,pos155,1787664583139,1787661883139,2,3477.4300000000003,3442.8490152634913,1,止损,"空信号: close 3442.9<EMA50 3457.5, 阴线实体92%, MACD dif<dea"
BTC-USDT-SWAP,short,14.485635508665016,pos158,1787670883139,1787662783139,2,50610.6,52110.52411292296,1,止盈,"空信号: close 52110.6<EMA50 56481.0, 阴线实体55%, MACD dif<dea"
ETH-USDT-SWAP,long,5.028070344959287,pos161,1787671783139,1787668183139,2,3581.62,3527.7845942532804,1,止盈,"多信号: close 3527.8>EMA50 3461.5, 阳线实体95%, MACD dif>dea"
ETH-USDT-SWAP,long,5.998886527784494,pos164,1787676283139,1787671783139,2,3640.0299999999997,3576.4329032705195,1,止盈,"多信号: close 3576.4>EMA50 3474.9, 阳线实体64%, MACD dif>dea"
ETH-USDT-SWAP,long,2.9358871280419985,pos167,1787680783139,1787676283139,2,3682.68,3649.6549612389604,1,止损,"多信号: close 3649.6>EMA50 3500.7, 阳线实体94%, MACD dif>dea"
BTC-USDT-SWAP,short,4.73638693664101,pos168,1787684383139,1787670883139,2,50271.700000000004,50795.87247990406,1,止损,"空信号: close 50796.0<EMA50 55004.8, 阴线实体50%, MACD dif<dea"
ETH-USDT-SWAP,long,7.497760949883246,pos171,1787690683139,1787685283139,2,3784.5,3705.77725187523,1,止盈,"多信号: close 3705.8>EMA50 3561.6, 阳线实体61%, MACD dif>dea"
ETH-USDT-SWAP,long,7.005600954786457,pos174,1787696083139,1787692483139,2,3879.7799999999997,3805.881159872199,1,止盈,"多信号: close 3805.9>EMA50 3614.4, 阳线实体53%, MACD dif>dea"
BTC-USDT-SWAP,long,-7.924768913913624,pos179,1787706883139,1787703283139,2,50914.4,51655.59189544364,1,止损,"多信号: close 51655.5>EMA50 51622.6, 阳线实体58%, MACD dif>dea"
BTC-USDT-SWAP,long,-8.046579971802338,pos182,1787710483139,1787706883139,2,50826.700000000004,51580.15456989529,1,止损,"多信号: close 51580.1>EMA50 51578.4, 阳线实体53%, MACD dif>dea"
ETH-USDT-SWAP,long,7.924980846481011,pos183,1787713183139,1787697883139,2,3971.5099999999998,3888.33027139949,1,止盈,"多信号: close 3888.3>EMA50 3663.7, 阳线实体79%, MACD dif>dea"
BTC-USDT-SWAP,short,1.9895095680848436,pos186,1787719483139,1787714083139,2,50946.700000000004,51196.72266814256,1,止损,"空信号: close 51196.8<EMA50 51472.2, 阴线实体70%, MACD dif<dea"
BTC-USDT-SWAP,short,8.193868913877155,pos191,1787733883139,1787724883139,2,49876.9,50746.59864070807,1,止盈,"空信号: close 50746.7<EMA50 51230.2, 阴线实体56%, MACD dif<dea"
BTC-USDT-SWAP,short,-8.006841659538674,pos194,1787736583139,1787733883139,2,50707.200000000004,49956.847857975124,1,止损,"空信号: close 49956.9<EMA50 51036.1, 阴线实体61%, MACD dif<dea"
ETH-USDT-SWAP,long,-5.705647215989943,pos195,1787736583139,1787730283139,2,3995.94,4048.9740151523233,1,止损,"多信号: close 4049.0>EMA50 3888.6, 阳线实体78%, MACD dif>dea"
BTC-USDT-SWAP,short,-7.840677617224313,pos200,1787745583139,1787737483139,2,51164.6,50431.33020337926,1,止损,"空信号: close 50431.4<EMA50 50935.6, 阴线实体53%, MACD dif<dea"
ETH-USDT-SWAP,long,-6.0097019824991955,pos201,1787745583139,1787743783139,2,4073.79,4129.7852322088875,1,止损,"多信号: close 4129.8>EMA50 3965.7, 阳线实体64%, MACD dif>dea"
BTC-USDT-SWAP,long,8.057817590853046,pos204,1787756383139,1787752783139,2,52100.50000000001,51243.04646768086,1,止盈,"多信号: close 51242.9>EMA50 50828.3, 阳线实体45%, MACD dif>dea"
ETH-USDT-SWAP,short,0.45190537122898716,pos209,1787759983139,1787757283139,2,3992.01,4000.5253213729766,1,止损,"空信号: close 4000.5<EMA50 4001.3, 阴线实体69%, MACD dif<dea"
BTC-USDT-SWAP,long,8.54077344111375,pos210,1787761783139,1787756383139,2,53214.00000000001,52307.16207485121,1,止盈,"多信号: close 52307.1>EMA50 50977.8, 阳线实体91%, MACD dif>dea"
BTC-USDT-SWAP,long,3.007403610006321,pos215,1787768983139,1787761783139,2,53983.700000000004,53629.153212393176,1,止损,"多信号: close 53629.1>EMA50 51345.9, 阳线实体62%, MACD dif>dea"
ETH-USDT-SWAP,short,0.5891775674295172,pos216,1787768983139,1787764483139,2,3937.86,3947.6945529507707,1,止损,"空信号: close 3947.7<EMA50 3994.7, 阴线实体99%, MACD dif<dea"
ETH-USDT-SWAP,short,-8.66844865144661,pos221,1787774383139,1787771683139,2,4004.6900000000005,3921.968842906988,1,止损,"空信号: close 3922.0<EMA50 3979.0, 阴线实体73%, MACD dif<dea"
ETH-USDT-SWAP,long,11.368564699349276,pos224,1787787883139,1787781583139,2,4119.92,4002.1733063533306,1,止盈,"多信号: close 4002.2>EMA50 3969.9, 阳线实体71%, MACD dif>dea"
BTC-USDT-SWAP,long,9.768948922177314,pos227,1787789683139,1787770783139,2,55583.00000000001,54551.03808873791,1,止盈,"多信号: close 54550.9>EMA50 52236.1, 阳线实体79%, MACD dif>dea"
ETH-USDT-SWAP,long,3.264870142304056,pos228,1787791483139,1787787883139,2,4159.24,4122.450453350284,1,止损,"多信号: close 4122.4>EMA50 3991.5, 阳线实体96%, MACD dif>dea"
BTC-USDT-SWAP,long,7.963936134563715,pos233,1787804083139,1787800483139,2,57208.8,56355.6241744564,1,止盈,"多信号: close 56355.5>EMA50 54474.2, 阳线实体49%, MACD dif>dea"
ETH-USDT-SWAP,long,12.421960982163611,pos236,1787804983139,1787796883139,2,4269.68,4141.254922717006,1,止盈,"多信号: close 4141.2>EMA50 4034.7, 阳线实体46%, MACD dif>dea"
BTC-USDT-SWAP,long,7.519391753296839,pos239,1787808583139,1787804083139,2,58117.50000000001,57307.848150595026,1,止盈,"多信号: close 57307.7>EMA50 54837.2, 阳线实体100%, MACD dif>dea"
ETH-USDT-SWAP,long,0.8387803779587322,pos242,1787810383139,1787804983139,2,4277.94,4265.280585927449,1,止损,"多信号: close 4265.3>EMA50 4083.6, 阳线实体48%, MACD dif>dea"
BTC-USDT-SWAP,long,1.3405498767931452,pos243,1787812183139,1787808583139,2,58383.4,58191.05778342897,1,止损,"多信号: close 58191.0>EMA50 55372.9, 阳线实体61%, MACD dif>dea"
BTC-USDT-SWAP,long,9.330423266688955,pos246,1787817583139,1787814883139,2,60453.200000000004,59460.20097284469,1,止盈,"多信号: close 59460.1>EMA50 56238.4, 阳线实体52%, MACD dif>dea"
BTC-USDT-SWAP,long,9.44015399364847,pos251,1787831083139,1787817583139,2,61254.8,60250.032184542884,1,止盈,"多信号: close 60249.9>EMA50 56649.0, 阳线实体54%, MACD dif>dea"
ETH-USDT-SWAP,long,5.572505253475246,pos252,1787831983139,1787830183139,2,4460.68,4400.5243452926015,1,止盈,"多信号: close 4400.5>EMA50 4256.1, 阳线实体99%, MACD dif>dea"
ETH-USDT-SWAP,long,6.079812230226212,pos255,1787836483139,1787831983139,2,4527.47,4462.177054170653,1,止盈,"多信号: close 4462.2>EMA50 4270.5, 阳线实体88%, MACD dif>dea"
ETH-USDT-SWAP,long,5.906912349037857,pos258,1787840083139,1787837383139,2,4601.96,4538.320736141551,1,止盈,"多信号: close 4538.3>EMA50 4320.0, 阳线实体61%, MACD dif>dea"
BTC-USDT-SWAP,long,-9.600918106494841,pos263,1787847283139,1787841883139,2,63192.3,64088.75128500698,1,止损,"多信号: close 64088.7>EMA50 60066.1, 阳线实体77%, MACD dif>dea"
ETH-USDT-SWAP,long,6.385969608354608,pos264,1787849083139,1787840083139,2,4663.599999999999,4595.110948442232,1,止盈,"多信号: close 4595.1>EMA50 4348.5, 阳线实体47%, MACD dif>dea"
ETH-USDT-SWAP,long,5.641534341314397,pos267,1787859883139,1787849083139,2,4729.05,4667.936163505104,1,止盈,"多信号: close 4667.9>EMA50 4434.6, 阳线实体67%, MACD dif>dea"
BTC-USDT-SWAP,long,4.5407102089479014,pos270,1787867083139,1787860783139,2,64906.9,64388.18143838602,1,止损,"多信号: close 64388.1>EMA50 61917.3, 阳线实体61%, MACD dif>dea"
BTC-USDT-SWAP,long,-13.011625470386617,pos275,1787887783139,1787885083139,2,65710.7,66945.53442982375,1,止损,"多信号: close 66945.4>EMA50 64166.2, 阳线实体56%, MACD dif>dea"
ETH-USDT-SWAP,long,9.876725522185966,pos276,1787889583139,1787882383139,2,4965.43,4861.74915520054,1,止盈,"多信号: close 4861.7>EMA50 4685.1, 阳线实体55%, MACD dif>dea"
ETH-USDT-SWAP,long,-8.725261387982972,pos279,1787891383139,1787889583139,2,4892.42,4974.739034362648,1,止损,"多信号: close 4974.7>EMA50 4741.3, 阳线实体47%, MACD dif>dea"
BTC-USDT-SWAP,short,13.150535272036102,pos284,1787913883139,1787898583139,2,62987.8,64366.53069254989,1,止盈,"空信号: close 64366.6<EMA50 64749.3, 阴线实体80%, MACD dif<dea"
ETH-USDT-SWAP,long,9.7295880187536,pos285,1787913883139,1787903983139,2,5020.01,4917.745242191369,1,止盈,"多信号: close 4917.7>EMA50 4799.6, 阳线实体72%, MACD dif>dea"
BTC-USDT-SWAP,short,1.4762524346366077,pos290,1787924683139,1787914783139,2,62567.200000000004,62777.497592259795,1,止损,"空信号: close 62777.6<EMA50 64152.2, 阴线实体76%, MACD dif<dea"
ETH-USDT-SWAP,long,-7.9592957089595355,pos291,1787926483139,1787913883139,2,4966.71,5041.298952613289,1,止损,"多信号: close 5041.3>EMA50 4856.2, 阳线实体53%, MACD dif>dea"
BTC-USDT-SWAP,long,7.69833042267704,pos296,1787945383139,1787933683139,2,64731.3,63897.152731366616,1,止盈,"多信号: close 63897.1>EMA50 63493.9, 阳线实体69%, MACD dif>dea"
ETH-USDT-SWAP,long,-9.5558719852542,pos297,1787945383139,1787938183139,2,5073.45,5163.890049827628,1,止损,"多信号: close 5163.9>EMA50 4980.4, 阳线实体62%, MACD dif>dea"
BTC-USDT-SWAP,short,-7.771691292603692,pos300,1787962483139,1787959783139,2,64079.4,63365.95354751339,1,止损,"空信号: close 63366.1<EMA50 63986.1, 阴线实体100%, MACD dif<dea"
ETH-USDT-SWAP,long,11.10323735748024,pos305,1787966083139,1787964283139,2,5228.5199999999995,5112.3172078212865,1,止盈,"多信号: close 5112.3>EMA50 5065.2, 阳线实体77%, MACD dif>dea"
ETH-USDT-SWAP,long,12.342584747390857,pos308,1787978683139,1787966083139,2,5348.0,5219.290507272455,1,止盈,"多信号: close 5219.3>EMA50 5075.1, 阳线实体74%, MACD dif>dea"
BTC-USDT-SWAP,short,10.459797903832465,pos309,1787979583139,1787963383139,2,62283.700000000004,63392.51789933292,1,止盈,"空信号: close 63392.6<EMA50 63919.6, 阴线实体52%, MACD dif<dea"
BTC-USDT-SWAP,short,4.352590516617912,pos314,1787982283139,1787979583139,2,61605.6,62102.71320826592,1,止损,"空信号: close 62102.8<EMA50 63531.6, 阴线实体52%, MACD dif<dea"
ETH-USDT-SWAP,long,3.1197785194097927,pos315,1787984083139,1787980483139,2,5411.15,5374.559360125839,1,止损,"多信号: close 5374.5>EMA50 5168.7, 阳线实体74%, MACD dif>dea"
BTC-USDT-SWAP,short,1.7311761657500373,pos318,1787998483139,1787989483139,2,60508.8,60742.543288219116,1,止损,"空信号: close 60742.6<EMA50 62783.8, 阴线实体47%, MACD dif<dea"
ETH-USDT-SWAP,long,12.709875038349459,pos321,1788002083139,1787999383139,2,5639.16,5506.488425403803,1,止盈,"多信号: close 5506.5>EMA50 5307.4, 阳线实体47%, MACD dif>dea"
ETH-USDT-SWAP,long,-10.695638412913071,pos324,1788003883139,1788002083139,2,5528.65,5630.027045606327,1,止损,"多信号: close 5630.0>EMA50 5336.8, 阳线实体80%, MACD dif>dea"
ETH-USDT-SWAP,short,-11.809008759225696,pos327,1788012883139,1788011083139,2,5466.240000000001,5353.559812313901,1,止损,"空信号: close 5353.6<EMA50 5376.6, 阴线实体60%, MACD dif<dea"
BTC-USDT-SWAP,long,-14.135607015336449,pos332,1788023683139,1788021883139,2,59335.4,60688.94852727001,1,止损,"多信号: close 60688.8>EMA50 60566.4, 阳线实体59%, MACD dif>dea"
ETH-USDT-SWAP,short,2.81420773195817,pos335,1788028183139,1788017383139,2,5295.14,5328.593944291728,1,止损,"空信号: close 5328.6<EMA50 5379.2, 阴线实体53%, MACD dif<dea"
ETH-USDT-SWAP,short,-11.191072573695319,pos338,1788041683139,1788038983139,2,5330.3,5223.666257391743,1,止损,"空信号: close 5223.7<EMA50 5317.4, 阴线实体62%, MACD dif<dea"
ETH-USDT-SWAP,long,-10.452034133493223,pos341,1788047083139,1788042583139,2,5268.5599999999995,5367.762180244809,1,止损,"多信号: close 5367.8>EMA50 5317.9, 阳线实体87%, MACD dif>dea"
ETH-USDT-SWAP,long,-9.649208361729961,pos344,1788049783139,1788047983139,2,5228.42,5319.638054590005,1,止损,"多信号: close 5319.6>EMA50 5316.7, 阳线实体64%, MACD dif>dea"
BTC-USDT-SWAP,long,16.81462397251061,pos347,1788051583139,1788026383139,2,62488.8,60745.72034257765,1,止盈,"多信号: close 60745.6>EMA50 60509.7, 阳线实体64%, MACD dif>dea"
ETH-USDT-SWAP,short,3.745517742710083,pos350,1788057883139,1788049783139,2,5182.22,5224.878726790496,1,止损,"空信号: close 5224.9<EMA50 5311.8, 阴线实体57%, MACD dif<dea"
BTC-USDT-SWAP,long,0.7220240834621292,pos351,1788060583139,1788051583139,2,62751.700000000004,62616.8133349863,1,止损,"多信号: close 62616.7>EMA50 60931.9, 阳线实体89%, MACD dif>dea"
BTC-USDT-SWAP,long,-7.960544512181757,pos354,1788071383139,1788063283139,2,62550.4,63283.53748247694,1,止损,"多信号: close 63283.4>EMA50 61745.2, 阳线实体74%, MACD dif>dea"
ETH-USDT-SWAP,short,14.046710331876739,pos357,1788081283139,1788072283139,2,4974.59,5120.1044505440395,1,止盈,"空信号: close 5120.1<EMA50 5238.9, 阴线实体49%, MACD dif<dea"
ETH-USDT-SWAP,short,-11.555853622154938,pos360,1788085783139,1788081283139,2,5028.650000000001,4918.064821189046,1,止损,"空信号: close 4918.1<EMA50 5172.7, 阴线实体68%, MACD dif<dea"
ETH-USDT-SWAP,short,-11.356282532767112,pos365,1788095683139,1788087583139,2,5042.84,4934.265727536097,1,止损,"空信号: close 4934.3<EMA50 5116.6, 阴线实体56%, MACD dif<dea"
BTC-USDT-SWAP,long,-9.806114098783036,pos368,1788104683139,1788089383139,2,62495.200000000004,63412.857381187714,1,止损,"多信号: close 63412.8>EMA50 62554.3, 阳线实体47%, MACD dif>dea"
ETH-USDT-SWAP,short,14.240537746626677,pos371,1788108283139,1788101083139,2,4668.97,4816.1179214269805,1,止盈,"空信号: close 4816.1<EMA50 5038.6, 阴线实体53%, MACD dif<dea"
ETH-USDT-SWAP,short,12.209065830379505,pos374,1788116383139,1788110083139,2,4520.29,4646.964285446518,1,止盈,"空信号: close 4647.0<EMA50 4934.1, 阴线实体53%, MACD dif<dea"
BTC-USDT-SWAP,short,-7.427519089691644,pos377,1788121783139,1788105583139,2,63279.9,62600.088085073374,1,止损,"空信号: close 62600.2<EMA50 62814.3, 阴线实体82%, MACD dif<dea"
ETH-USDT-SWAP,short,11.26796950417677,pos378,1788122683139,1788116383139,2,4406.160000000001,4523.304427255396,1,止盈,"空信号: close 4523.3<EMA50 4849.5, 阴线实体73%, MACD dif<dea"
BTC-USDT-SWAP,short,-9.443482137305155,pos381,1788135283139,1788127183139,2,62498.4,61616.10904078988,1,止损,"空信号: close 61616.2<EMA50 62601.5, 阴线实体95%, MACD dif<dea"
BTC-USDT-SWAP,long,4.868689289485145,pos386,1788148783139,1788136183139,2,63176.4,62626.62955627335,1,止损,"多信号: close 62626.5>EMA50 62341.3, 阳线实体59%, MACD dif>dea"
ETH-USDT-SWAP,short,11.849628087313814,pos387,1788155083139,1788146083139,2,4144.64,4267.342272009143,1,止盈,"空信号: close 4267.4<EMA50 4509.5, 阴线实体85%, MACD dif<dea"
ETH-USDT-SWAP,short,9.750605071599734,pos390,1788159583139,1788155083139,2,4031.84,4133.428685058527,1,止盈,"空信号: close 4133.4<EMA50 4407.6, 阴线实体49%, MACD dif<dea"
BTC-USDT-SWAP,long,1.1124340742900447,pos393,1788173083139,1788167683139,2,64065.700000000004,63890.47850331934,1,止损,"多信号: close 63890.4>EMA50 62940.3, 阳线实体76%, MACD dif>dea"
ETH-USDT-SWAP,long,0.23727052676653917,pos398,1788192883139,1788183883139,2,4238.0199999999995,4231.412578443113,1,止损,"多信号: close 4231.4>EMA50 4219.4, 阳线实体80%, MACD dif>dea"
BTC-USDT-SWAP,long,-13.242534765814032,pos399,1788193783139,1788179383139,2,63896.00000000001,65155.72761277502,1,止损,"多信号: close 65155.6>EMA50 63543.6, 阳线实体48%, MACD dif>dea"
BTC-USDT-SWAP,short,-12.212175389983848,pos404,1788199183139,1788193783139,2,64820.5,63663.524473238234,1,止损,"空信号: close 63663.6<EMA50 64266.1, 阴线实体94%, MACD dif<dea"
ETH-USDT-SWAP,long,-5.350447185093133,pos405,1788199183139,1788195583139,2,4222.2,4271.457643029416,1,止损,"多信号: close 4271.4>EMA50 4230.7, 阳线实体58%, MACD dif>dea"
